country,date,confirmed,deaths,recovered,sick,new,new_deaths,new_deaths_3
Italy,2020/02/22,62.0,2.0,1.0,59.0,42.0,1.0,1.0
Italy,2020/02/23,155.0,3.0,2.0,150.0,93.0,1.0,1.0
Italy,2020/02/24,229.0,7.0,1.0,221.0,74.0,4.0,2.0
Italy,2020/02/25,322.0,10.0,1.0,311.0,93.0,3.0,3.0
Italy,2020/02/26,453.0,12.0,3.0,438.0,131.0,2.0,3.0
Italy,2020/02/27,655.0,17.0,45.0,593.0,202.0,5.0,3.0
Italy,2020/02/28,888.0,21.0,46.0,821.0,233.0,4.0,4.0
Italy,2020/02/29,1128.0,29.0,46.0,1053.0,240.0,8.0,6.0
Italy,2020/03/01,1694.0,34.0,83.0,1577.0,566.0,5.0,6.0
Italy,2020/03/02,2036.0,52.0,149.0,1835.0,342.0,18.0,10.0
Italy,2020/03/03,2502.0,79.0,160.0,2263.0,466.0,27.0,17.0
Italy,2020/03/04,3089.0,107.0,276.0,2706.0,587.0,28.0,24.0
Italy,2020/03/05,3858.0,148.0,414.0,3296.0,769.0,41.0,32.0
Italy,2020/03/06,4636.0,197.0,523.0,3916.0,778.0,49.0,39.0
Italy,2020/03/07,5883.0,233.0,589.0,5061.0,1247.0,36.0,42.0
Italy,2020/03/08,7375.0,366.0,622.0,6387.0,1492.0,133.0,73.0
Italy,2020/03/09,9172.0,463.0,724.0,7985.0,1797.0,97.0,89.0
Italy,2020/03/10,10149.0,631.0,724.0,8794.0,977.0,168.0,133.0
Italy,2020/03/11,12462.0,827.0,1045.0,10590.0,2313.0,196.0,154.0
Italy,2020/03/12,12462.0,827.0,1045.0,10590.0,0.0,0.0,121.0
Italy,2020/03/13,17660.0,1266.0,1439.0,14955.0,5198.0,439.0,212.0
Italy,2020/03/14,21157.0,1441.0,1966.0,17750.0,3497.0,175.0,205.0
Italy,2020/03/15,24747.0,1809.0,2335.0,20603.0,3590.0,368.0,327.0
Italy,2020/03/16,27980.0,2158.0,2749.0,23073.0,3233.0,349.0,297.0
Italy,2020/03/17,31506.0,2503.0,2941.0,26062.0,3526.0,345.0,354.0
Italy,2020/03/18,35713.0,2978.0,4025.0,28710.0,4207.0,475.0,390.0
Italy,2020/03/19,41035.0,3405.0,4440.0,33190.0,5322.0,427.0,416.0
Italy,2020/03/20,47021.0,4032.0,4440.0,38549.0,5986.0,627.0,510.0
Italy,2020/03/21,53578.0,4825.0,6072.0,42681.0,6557.0,793.0,616.0
Italy,2020/03/22,59138.0,5476.0,7024.0,46638.0,5560.0,651.0,690.0
Italy,2020/03/23,63927.0,6077.0,7432.0,50418.0,4789.0,601.0,682.0
Italy,2020/03/24,69176.0,6820.0,8326.0,54030.0,5249.0,743.0,665.0
Italy,2020/03/25,74386.0,7503.0,9362.0,57521.0,5210.0,683.0,676.0
Italy,2020/03/26,80589.0,8215.0,10361.0,62013.0,6203.0,712.0,713.0
Italy,2020/03/27,86498.0,9134.0,10950.0,66414.0,5909.0,919.0,771.0
Italy,2020/03/28,92472.0,10023.0,12384.0,70065.0,5974.0,889.0,840.0
Italy,2020/03/29,97689.0,10779.0,13030.0,73880.0,5217.0,756.0,855.0
Others,2020/01/22,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Others,2020/01/23,8.0,0.0,0.0,0.0,2.0,0.0,0.0
Others,2020/01/24,14.0,0.0,0.0,0.0,6.0,0.0,0.0
Others,2020/01/25,26.0,0.0,0.0,0.0,12.0,0.0,0.0
Others,2020/01/26,36.0,0.0,3.0,0.0,9.0,0.0,0.0
Others,2020/01/27,39.0,0.0,3.0,0.0,3.0,0.0,0.0
Others,2020/01/28,51.0,0.0,6.0,0.0,12.0,0.0,0.0
Others,2020/01/29,65.0,0.0,6.0,0.0,5.0,0.0,0.0
Others,2020/01/30,80.0,0.0,8.0,0.0,14.0,0.0,0.0
Others,2020/01/31,104.0,0.0,8.0,0.0,21.0,0.0,0.0
Others,2020/02/01,118.0,0.0,8.0,110.0,14.0,0.0,0.0
Others,2020/02/02,129.0,1.0,8.0,120.0,11.0,1.0,0.0
Others,2020/02/03,130.0,1.0,8.0,121.0,1.0,0.0,0.0
Others,2020/02/04,151.0,2.0,8.0,141.0,20.0,1.0,0.0
Others,2020/02/05,165.0,2.0,8.0,155.0,14.0,0.0,0.0
Others,2020/02/06,196.0,2.0,8.0,186.0,31.0,0.0,0.0
Others,2020/02/07,184.0,2.0,10.0,172.0,-12.0,0.0,0.0
Others,2020/02/08,203.0,2.0,17.0,184.0,19.0,0.0,0.0
Others,2020/02/09,279.0,2.0,19.0,258.0,12.0,0.0,0.0
Others,2020/02/10,370.0,2.0,22.0,346.0,91.0,0.0,0.0
Others,2020/02/11,385.0,2.0,36.0,347.0,15.0,0.0,0.0
Others,2020/02/12,431.0,2.0,54.0,375.0,46.0,0.0,0.0
Others,2020/02/13,443.0,3.0,62.0,378.0,12.0,1.0,0.0
Others,2020/02/14,500.0,3.0,64.0,433.0,56.0,0.0,0.0
Others,2020/02/15,589.0,3.0,78.0,508.0,89.0,0.0,0.0
Others,2020/02/16,683.0,3.0,86.0,594.0,94.0,0.0,0.0
Others,2020/02/17,797.0,3.0,97.0,697.0,114.0,0.0,0.0
Others,2020/02/18,900.0,3.0,111.0,786.0,103.0,0.0,0.0
Others,2020/02/19,993.0,4.0,127.0,862.0,93.0,1.0,0.0
Others,2020/02/20,1094.0,7.0,132.0,955.0,101.0,3.0,1.0
Others,2020/02/21,1213.0,8.0,143.0,1062.0,117.0,1.0,2.0
Others,2020/02/22,1471.0,8.0,144.0,1319.0,258.0,0.0,2.0
Others,2020/02/23,1731.0,13.0,168.0,1550.0,260.0,5.0,2.0
Others,2020/02/24,1983.0,15.0,179.0,1789.0,250.0,2.0,2.0
Others,2020/02/25,2174.0,17.0,186.0,1971.0,187.0,2.0,3.0
Others,2020/02/26,2530.0,21.0,210.0,2299.0,350.0,4.0,2.0
Others,2020/02/27,3080.0,24.0,214.0,2842.0,546.0,3.0,3.0
Others,2020/02/28,3699.0,26.0,229.0,3444.0,616.0,2.0,3.0
Others,2020/02/29,4604.0,30.0,257.0,4317.0,902.0,4.0,3.0
Others,2020/03/01,5282.0,34.0,263.0,4985.0,667.0,4.0,3.0
Others,2020/03/02,5971.0,45.0,272.0,5654.0,682.0,11.0,6.0
Others,2020/03/03,6935.0,46.0,289.0,6600.0,960.0,1.0,4.0
Others,2020/03/04,7600.0,56.0,302.0,7242.0,661.0,10.0,7.0
Others,2020/03/05,8368.0,56.0,318.0,7994.0,763.0,0.0,3.0
Others,2020/03/06,9285.0,65.0,454.0,8766.0,914.0,9.0,6.0
Others,2020/03/07,10152.0,68.0,498.0,9586.0,867.0,3.0,4.0
Others,2020/03/08,10951.0,83.0,491.0,10377.0,791.0,15.0,8.0
Others,2020/03/09,11507.0,98.0,526.0,10883.0,552.0,15.0,11.0
Others,2020/03/10,12596.0,96.0,699.0,11801.0,1064.0,5.0,3.0
Others,2020/03/11,14394.0,119.0,1069.0,13206.0,1841.0,26.0,11.0
Others,2020/03/12,15214.0,132.0,1123.0,13959.0,817.0,13.0,10.0
Others,2020/03/13,18166.0,156.0,1329.0,16681.0,2948.0,24.0,18.0
Others,2020/03/14,20064.0,188.0,1387.0,18489.0,1893.0,32.0,18.0
Others,2020/03/15,22228.0,212.0,1446.0,20570.0,2164.0,24.0,25.0
Others,2020/03/16,24570.0,231.0,2143.0,22196.0,2342.0,24.0,25.0
Others,2020/03/17,27748.0,283.0,2482.0,24983.0,3178.0,52.0,29.0
Others,2020/03/18,30834.0,355.0,2700.0,27779.0,3083.0,72.0,45.0
Others,2020/03/19,36115.0,424.0,2793.0,32898.0,5281.0,71.0,61.0
Others,2020/03/20,41273.0,536.0,2879.0,37858.0,5158.0,113.0,78.0
Others,2020/03/21,48006.0,686.0,3400.0,43920.0,6733.0,154.0,105.0
Others,2020/03/22,56058.0,856.0,5284.0,49918.0,8052.0,170.0,140.0
Others,2020/03/23,63880.0,1018.0,5908.0,56954.0,7822.0,162.0,161.0
Others,2020/03/24,72421.0,1249.0,6092.0,65080.0,9253.0,239.0,190.0
Others,2020/03/25,82837.0,1555.0,7385.0,73897.0,9720.0,300.0,233.0
Others,2020/03/26,95627.0,1903.0,8339.0,85385.0,12790.0,351.0,295.0
Others,2020/03/27,109439.0,2318.0,9583.0,97538.0,13812.0,415.0,349.0
Others,2020/03/28,124788.0,2744.0,10701.0,111343.0,15349.0,426.0,390.0
Others,2020/03/29,139009.0,3224.0,12171.0,123614.0,14221.0,480.0,440.0
Spain,2020/01/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain,2020/01/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain,2020/01/24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain,2020/01/25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain,2020/01/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain,2020/01/27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain,2020/01/28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain,2020/01/29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain,2020/01/30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain,2020/01/31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain,2020/02/01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Spain,2020/02/02,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Spain,2020/02/03,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Spain,2020/02/04,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Spain,2020/02/05,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Spain,2020/02/06,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Spain,2020/02/07,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Spain,2020/02/08,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Spain,2020/02/09,2.0,0.0,0.0,2.0,1.0,0.0,0.0
Spain,2020/02/10,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Spain,2020/02/11,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Spain,2020/02/12,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Spain,2020/02/13,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Spain,2020/02/14,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Spain,2020/02/15,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Spain,2020/02/16,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Spain,2020/02/17,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Spain,2020/02/18,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Spain,2020/02/19,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Spain,2020/02/20,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Spain,2020/02/21,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Spain,2020/02/22,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Spain,2020/02/23,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Spain,2020/02/24,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Spain,2020/02/25,6.0,0.0,2.0,4.0,4.0,0.0,0.0
Spain,2020/02/26,13.0,0.0,2.0,11.0,7.0,0.0,0.0
Spain,2020/02/27,15.0,0.0,2.0,13.0,2.0,0.0,0.0
Spain,2020/02/28,32.0,0.0,2.0,30.0,17.0,0.0,0.0
Spain,2020/02/29,45.0,0.0,2.0,43.0,13.0,0.0,0.0
Spain,2020/03/01,84.0,0.0,2.0,82.0,39.0,0.0,0.0
Spain,2020/03/02,120.0,0.0,2.0,118.0,36.0,0.0,0.0
Spain,2020/03/03,165.0,1.0,2.0,162.0,45.0,1.0,0.0
Spain,2020/03/04,222.0,2.0,2.0,218.0,57.0,1.0,1.0
Spain,2020/03/05,259.0,3.0,2.0,254.0,37.0,1.0,1.0
Spain,2020/03/06,400.0,5.0,2.0,393.0,141.0,2.0,1.0
Spain,2020/03/07,500.0,10.0,30.0,460.0,100.0,5.0,3.0
Spain,2020/03/08,673.0,17.0,30.0,626.0,173.0,7.0,5.0
Spain,2020/03/09,1073.0,28.0,32.0,1013.0,400.0,11.0,8.0
Spain,2020/03/10,1695.0,35.0,32.0,1628.0,622.0,7.0,8.0
Spain,2020/03/11,2277.0,54.0,183.0,2040.0,582.0,19.0,12.0
Spain,2020/03/12,2277.0,55.0,183.0,2039.0,0.0,1.0,9.0
Spain,2020/03/13,5232.0,133.0,193.0,4906.0,2955.0,78.0,33.0
Spain,2020/03/14,6391.0,195.0,517.0,5679.0,1159.0,62.0,47.0
Spain,2020/03/15,7798.0,289.0,517.0,6992.0,1407.0,94.0,78.0
Spain,2020/03/16,9942.0,342.0,530.0,9070.0,2144.0,53.0,70.0
Spain,2020/03/17,11748.0,533.0,1028.0,10187.0,1806.0,191.0,113.0
Spain,2020/03/18,13910.0,623.0,1081.0,12206.0,2162.0,90.0,111.0
Spain,2020/03/19,17963.0,830.0,1107.0,16026.0,4053.0,207.0,163.0
Spain,2020/03/20,20410.0,1043.0,1588.0,17779.0,2447.0,213.0,170.0
Spain,2020/03/21,25374.0,1375.0,2125.0,21874.0,4964.0,332.0,251.0
Spain,2020/03/22,28603.0,1756.0,2125.0,24722.0,3229.0,381.0,309.0
Spain,2020/03/23,35136.0,2311.0,3355.0,29470.0,6533.0,555.0,423.0
Spain,2020/03/24,39885.0,2808.0,3794.0,33283.0,4749.0,497.0,478.0
Spain,2020/03/25,49515.0,3647.0,5367.0,40501.0,9630.0,839.0,630.0
Spain,2020/03/26,57786.0,4365.0,7015.0,46406.0,8271.0,718.0,685.0
Spain,2020/03/27,65719.0,5138.0,9357.0,51224.0,7933.0,773.0,777.0
Spain,2020/03/28,73235.0,5982.0,12285.0,54968.0,7516.0,844.0,778.0
Spain,2020/03/29,80110.0,6803.0,14709.0,58598.0,6875.0,821.0,813.0
Switzerland,2020/01/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/01/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/01/24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/01/25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/01/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/01/27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/01/28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/01/29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/01/30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/01/31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,2020/02/25,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Switzerland,2020/02/26,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Switzerland,2020/02/27,8.0,0.0,0.0,8.0,7.0,0.0,0.0
Switzerland,2020/02/28,8.0,0.0,0.0,8.0,0.0,0.0,0.0
Switzerland,2020/02/29,18.0,0.0,0.0,18.0,10.0,0.0,0.0
Switzerland,2020/03/01,27.0,0.0,0.0,27.0,9.0,0.0,0.0
Switzerland,2020/03/02,42.0,0.0,0.0,42.0,15.0,0.0,0.0
Switzerland,2020/03/03,56.0,0.0,2.0,54.0,14.0,0.0,0.0
Switzerland,2020/03/04,90.0,0.0,3.0,87.0,34.0,0.0,0.0
Switzerland,2020/03/05,114.0,1.0,3.0,110.0,24.0,1.0,0.0
Switzerland,2020/03/06,214.0,1.0,3.0,210.0,100.0,0.0,0.0
Switzerland,2020/03/07,268.0,1.0,3.0,264.0,54.0,0.0,0.0
Switzerland,2020/03/08,337.0,2.0,3.0,332.0,69.0,1.0,0.0
Switzerland,2020/03/09,374.0,2.0,3.0,369.0,37.0,0.0,0.0
Switzerland,2020/03/10,491.0,3.0,3.0,485.0,117.0,1.0,1.0
Switzerland,2020/03/11,652.0,4.0,4.0,644.0,161.0,1.0,1.0
Switzerland,2020/03/12,652.0,4.0,4.0,644.0,0.0,0.0,1.0
Switzerland,2020/03/13,1139.0,11.0,4.0,1124.0,487.0,7.0,3.0
Switzerland,2020/03/14,1359.0,13.0,4.0,1342.0,220.0,2.0,3.0
Switzerland,2020/03/15,2200.0,14.0,4.0,2182.0,841.0,1.0,3.0
Switzerland,2020/03/16,2200.0,14.0,4.0,2182.0,0.0,0.0,1.0
Switzerland,2020/03/17,2700.0,27.0,4.0,2669.0,500.0,13.0,5.0
Switzerland,2020/03/18,3028.0,28.0,15.0,2985.0,328.0,1.0,5.0
Switzerland,2020/03/19,4075.0,41.0,15.0,4019.0,1047.0,13.0,9.0
Switzerland,2020/03/20,5294.0,54.0,15.0,5225.0,1219.0,13.0,9.0
Switzerland,2020/03/21,6575.0,75.0,15.0,6485.0,1281.0,21.0,16.0
Switzerland,2020/03/22,7474.0,98.0,131.0,7245.0,899.0,23.0,19.0
Switzerland,2020/03/23,8795.0,120.0,131.0,8544.0,1321.0,22.0,22.0
Switzerland,2020/03/24,9877.0,122.0,131.0,9624.0,1082.0,2.0,16.0
Switzerland,2020/03/25,10897.0,153.0,131.0,10613.0,1020.0,31.0,18.0
Switzerland,2020/03/26,11811.0,191.0,131.0,11489.0,914.0,38.0,24.0
Switzerland,2020/03/27,12928.0,231.0,1530.0,11167.0,1117.0,40.0,36.0
Switzerland,2020/03/28,14076.0,264.0,1530.0,12282.0,1148.0,33.0,37.0
Switzerland,2020/03/29,14829.0,300.0,1595.0,12934.0,753.0,36.0,36.0
UK,2020/01/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UK,2020/01/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UK,2020/01/24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UK,2020/01/25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UK,2020/01/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UK,2020/01/27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UK,2020/01/28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UK,2020/01/29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UK,2020/01/30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UK,2020/01/31,2.0,0.0,0.0,0.0,0.0,0.0,0.0
UK,2020/02/01,2.0,0.0,0.0,2.0,0.0,0.0,0.0
UK,2020/02/02,2.0,0.0,0.0,2.0,0.0,0.0,0.0
UK,2020/02/03,2.0,0.0,0.0,2.0,0.0,0.0,0.0
UK,2020/02/04,2.0,0.0,0.0,2.0,0.0,0.0,0.0
UK,2020/02/05,2.0,0.0,0.0,2.0,0.0,0.0,0.0
UK,2020/02/06,2.0,0.0,0.0,2.0,0.0,0.0,0.0
UK,2020/02/07,3.0,0.0,0.0,3.0,1.0,0.0,0.0
UK,2020/02/08,3.0,0.0,0.0,3.0,0.0,0.0,0.0
UK,2020/02/09,3.0,0.0,0.0,3.0,0.0,0.0,0.0
UK,2020/02/10,8.0,0.0,0.0,8.0,5.0,0.0,0.0
UK,2020/02/11,8.0,0.0,0.0,8.0,0.0,0.0,0.0
UK,2020/02/12,9.0,0.0,1.0,8.0,1.0,0.0,0.0
UK,2020/02/13,9.0,0.0,1.0,8.0,0.0,0.0,0.0
UK,2020/02/14,9.0,0.0,1.0,8.0,0.0,0.0,0.0
UK,2020/02/15,9.0,0.0,1.0,8.0,0.0,0.0,0.0
UK,2020/02/16,9.0,0.0,8.0,1.0,0.0,0.0,0.0
UK,2020/02/17,9.0,0.0,8.0,1.0,0.0,0.0,0.0
UK,2020/02/18,9.0,0.0,8.0,1.0,0.0,0.0,0.0
UK,2020/02/19,9.0,0.0,8.0,1.0,0.0,0.0,0.0
UK,2020/02/20,9.0,0.0,8.0,1.0,0.0,0.0,0.0
UK,2020/02/21,9.0,0.0,8.0,1.0,0.0,0.0,0.0
UK,2020/02/22,9.0,0.0,8.0,1.0,0.0,0.0,0.0
UK,2020/02/23,9.0,0.0,8.0,1.0,0.0,0.0,0.0
UK,2020/02/24,13.0,0.0,8.0,5.0,4.0,0.0,0.0
UK,2020/02/25,13.0,0.0,8.0,5.0,0.0,0.0,0.0
UK,2020/02/26,13.0,0.0,8.0,5.0,0.0,0.0,0.0
UK,2020/02/27,15.0,0.0,8.0,7.0,2.0,0.0,0.0
UK,2020/02/28,20.0,0.0,8.0,12.0,5.0,0.0,0.0
UK,2020/02/29,23.0,0.0,8.0,15.0,3.0,0.0,0.0
UK,2020/03/01,36.0,0.0,8.0,28.0,13.0,0.0,0.0
UK,2020/03/02,40.0,0.0,8.0,32.0,4.0,0.0,0.0
UK,2020/03/03,51.0,0.0,8.0,43.0,11.0,0.0,0.0
UK,2020/03/04,85.0,0.0,8.0,77.0,34.0,0.0,0.0
UK,2020/03/05,115.0,1.0,8.0,106.0,30.0,1.0,0.0
UK,2020/03/06,163.0,2.0,8.0,153.0,48.0,1.0,1.0
UK,2020/03/07,206.0,2.0,18.0,186.0,43.0,0.0,1.0
UK,2020/03/08,273.0,3.0,18.0,252.0,67.0,1.0,1.0
UK,2020/03/09,321.0,4.0,18.0,299.0,48.0,1.0,1.0
UK,2020/03/10,382.0,6.0,18.0,358.0,61.0,2.0,1.0
UK,2020/03/11,459.0,8.0,19.0,432.0,77.0,2.0,2.0
UK,2020/03/12,459.0,8.0,19.0,432.0,0.0,0.0,1.0
UK,2020/03/13,801.0,8.0,19.0,774.0,342.0,0.0,1.0
UK,2020/03/14,1143.0,21.0,19.0,1103.0,342.0,13.0,4.0
UK,2020/03/15,1144.0,21.0,19.0,1104.0,1.0,0.0,4.0
UK,2020/03/16,1551.0,56.0,21.0,1474.0,407.0,35.0,16.0
UK,2020/03/17,1960.0,56.0,53.0,1851.0,409.0,0.0,12.0
UK,2020/03/18,2642.0,72.0,67.0,2503.0,682.0,16.0,17.0
UK,2020/03/19,2716.0,138.0,67.0,2511.0,74.0,66.0,27.0
UK,2020/03/20,4014.0,178.0,67.0,3769.0,1298.0,40.0,41.0
UK,2020/03/21,5067.0,234.0,67.0,4766.0,1053.0,56.0,54.0
UK,2020/03/22,5741.0,282.0,95.0,5364.0,674.0,48.0,48.0
UK,2020/03/23,6726.0,336.0,140.0,6250.0,985.0,54.0,53.0
UK,2020/03/24,8164.0,423.0,140.0,7601.0,1438.0,87.0,63.0
UK,2020/03/25,9640.0,466.0,140.0,9034.0,1476.0,43.0,61.0
UK,2020/03/26,11812.0,580.0,150.0,11082.0,2172.0,114.0,81.0
UK,2020/03/27,14745.0,761.0,151.0,13833.0,2933.0,181.0,113.0
UK,2020/03/28,17312.0,1021.0,151.0,16140.0,2567.0,260.0,185.0
UK,2020/03/29,19780.0,1231.0,151.0,18398.0,2468.0,210.0,217.0
US,2020/01/22,1.0,0.0,0.0,0.0,0.0,0.0,0.0
US,2020/01/23,1.0,0.0,0.0,0.0,0.0,0.0,0.0
US,2020/01/24,2.0,0.0,0.0,0.0,1.0,0.0,0.0
US,2020/01/25,2.0,0.0,0.0,0.0,0.0,0.0,0.0
US,2020/01/26,5.0,0.0,0.0,0.0,3.0,0.0,0.0
US,2020/01/27,5.0,0.0,0.0,0.0,0.0,0.0,0.0
US,2020/01/28,5.0,0.0,0.0,0.0,0.0,0.0,0.0
US,2020/01/29,5.0,0.0,0.0,0.0,0.0,0.0,0.0
US,2020/01/30,5.0,0.0,0.0,0.0,0.0,0.0,0.0
US,2020/01/31,6.0,0.0,0.0,0.0,1.0,0.0,0.0
US,2020/02/01,8.0,0.0,0.0,8.0,2.0,0.0,0.0
US,2020/02/02,8.0,0.0,0.0,8.0,0.0,0.0,0.0
US,2020/02/03,11.0,0.0,0.0,11.0,3.0,0.0,0.0
US,2020/02/04,11.0,0.0,0.0,11.0,0.0,0.0,0.0
US,2020/02/05,12.0,0.0,0.0,12.0,1.0,0.0,0.0
US,2020/02/06,12.0,0.0,0.0,12.0,0.0,0.0,0.0
US,2020/02/07,12.0,0.0,0.0,12.0,0.0,0.0,0.0
US,2020/02/08,12.0,0.0,0.0,12.0,0.0,0.0,0.0
US,2020/02/09,12.0,0.0,3.0,9.0,0.0,0.0,0.0
US,2020/02/10,12.0,0.0,3.0,9.0,0.0,0.0,0.0
US,2020/02/11,13.0,0.0,3.0,10.0,1.0,0.0,0.0
US,2020/02/12,13.0,0.0,3.0,10.0,0.0,0.0,0.0
US,2020/02/13,15.0,0.0,3.0,12.0,2.0,0.0,0.0
US,2020/02/14,15.0,0.0,3.0,12.0,0.0,0.0,0.0
US,2020/02/15,15.0,0.0,3.0,12.0,0.0,0.0,0.0
US,2020/02/16,15.0,0.0,3.0,12.0,0.0,0.0,0.0
US,2020/02/17,15.0,0.0,3.0,12.0,0.0,0.0,0.0
US,2020/02/18,15.0,0.0,3.0,12.0,0.0,0.0,0.0
US,2020/02/19,15.0,0.0,3.0,12.0,0.0,0.0,0.0
US,2020/02/20,15.0,0.0,3.0,12.0,0.0,0.0,0.0
US,2020/02/21,35.0,0.0,5.0,30.0,20.0,0.0,0.0
US,2020/02/22,35.0,0.0,5.0,30.0,0.0,0.0,0.0
US,2020/02/23,35.0,0.0,5.0,30.0,0.0,0.0,0.0
US,2020/02/24,53.0,0.0,5.0,48.0,18.0,0.0,0.0
US,2020/02/25,53.0,0.0,6.0,47.0,0.0,0.0,0.0
US,2020/02/26,59.0,0.0,6.0,53.0,6.0,0.0,0.0
US,2020/02/27,60.0,0.0,6.0,54.0,1.0,0.0,0.0
US,2020/02/28,62.0,0.0,7.0,55.0,2.0,0.0,0.0
US,2020/02/29,70.0,1.0,7.0,62.0,8.0,1.0,0.0
US,2020/03/01,76.0,1.0,7.0,68.0,6.0,0.0,0.0
